"1","-","List all the musicals with music by Elton John.","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Musical ; dbo:musicBy res:Elton_John }"
"2","WORKS","How high is the lighthouse in Colombo?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/elevation> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?num WHERE { res:Colombo_Lighthouse dbo:height ?num }"
"3","WORKS","Who was the wife of U.S. president Lincoln?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/spouse> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Abraham_Lincoln dbo:spouse ?uri }"
"4","WORKS","Who is the host of the BBC Wildlife Specials?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/BBC_Wildlife_Specials> <http://dbpedia.org/ontology/presenter> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:BBC_Wildlife_Specials dbo:presenter ?uri }"
"5","WORKS","How much did Pulp Fiction cost?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Pulp_Fiction> <http://dbpedia.org/ontology/budget> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?n WHERE { res:Pulp_Fiction dbo:budget ?n }"
"6","-","In what city is the Heineken brewery?","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Heineken dbo:manufacturer ?x . ?x dbo:locationCity ?uri }"
"7","WORKS","When did Operation Overlord commence?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Operation_Overlord> <http://dbpedia.org/ontology/date> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?d WHERE { res:Operation_Overlord dbo:date ?d }"
"8","WORKS","In which city does the Chile Route 68 end?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Chile_Route_68> <http://dbpedia.org/ontology/routeEnd> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Chile_Route_68 dbo:routeEnd ?uri }"
"9","WORKS","Who developed Slack?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Slack_(software)> <http://dbpedia.org/ontology/developer> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?uri WHERE { ?uri dbo:product <http://dbpedia.org/resource/Slack_(software)> }"
"10","-","Who was married to president Chirac?","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Jacques_Chirac dbo:spouse ?uri }"
"11","WORKS","What did Bruce Carver die from?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Bruce_Carver> <http://dbpedia.org/ontology/deathCause> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Bruce_Carver dbo:deathCause ?uri }"
"12","WORKS","Which cities does the Weser flow through?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Weser> <http://dbpedia.org/ontology/city> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Weser dbo:city ?uri }"
"13","-","Which books by Kerouac were published by Viking Press?","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Book ; dbo:publisher res:Viking_Press ; dbo:author res:Jack_Kerouac }"
"14","WORKS","How tall is Amazon Eve?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/elevation> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?height WHERE { res:Amazon_Eve dbo:height ?height }"
"15","WORKS","Which museum exhibits The Scream by Munch?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/museum> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:The_Scream dbo:museum ?uri }"
"16","WORKS","Who wrote the book Les Piliers de la terre?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/composer> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:The_Pillars_of_the_Earth dbo:author ?uri }"
"17","-","Is James Bond married?","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:James_Bond dbo:spouse ?uri }"
"18","WORKS","Who discovered Ceres?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ceres_(dwarf_planet)> dbo:discoverer ?uri }"
"19","WORKS","Which river does the Brooklyn Bridge cross?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Brooklyn_Bridge> <http://dbpedia.org/ontology/crosses> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Brooklyn_Bridge dbo:crosses ?uri }"
"20","-","What is the largest country in the world?","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Country ; dbo:areaTotal ?n } ORDER BY DESC(?n) OFFSET 0 LIMIT 1"
"21","WORKS","Who is the mayor of Paris?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/leaderName> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Paris dbo:mayor ?uri }"
"22","WORKS","Who is the coach of Ankara's ice hockey team?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/coach> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?x dbo:city res:Ankara ; dbo:league res:Turkish_Ice_Hockey_First_League ; dbo:coach ?uri }"
"23","WORKS","Who is the mayor of the capital of French Polynesia?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Papeete> <http://dbpedia.org/ontology/leaderName> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:French_Polynesia dbo:capital ?x . ?x dbo:mayor ?uri }"
"24","WORKS","Which awards did Douglas Hofstadter win?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Douglas_Hofstadter> <http://dbpedia.org/ontology/award> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Douglas_Hofstadter dbo:award ?uri }"
"25","WORKS","How much did the Lego Movie cost?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/The_Lego_Movie> <http://dbpedia.org/ontology/budget> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?n WHERE { res:The_Lego_Movie dbo:budget ?n }"
"26","-","Do Prince Harry and Prince William have the same parents?","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { <http://dbpedia.org/resource/Prince_William,_Duke_of_Cambridge> dbo:parent ?x . res:Prince_Harry dbo:parent ?x }"
"27","WORKS","How many languages are spoken in Turkmenistan?","SELECT (COUNT(DISTINCT ?objOfProp) as ?c) WHERE { <http://dbpedia.org/resource/Turkmenistan_(TV_channel)> <http://dbpedia.org/ontology/language> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT (COUNT(DISTINCT ?x) AS ?c) WHERE { res:Turkmenistan dbo:language ?x }"
"28","-","In which films did Julia Roberts as well as Richard Gere play?","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Film ; dbo:starring res:Julia_Roberts ; dbo:starring res:Richard_Gere }"
"29","WORKS","In which country does the Ganges start?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Ganges> <http://dbpedia.org/ontology/sourceCountry> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Ganges dbo:sourceCountry ?uri }"
"30","WORKS","In which year was Rachel Stevens born?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Rachel_Stevens> <http://dbpedia.org/ontology/birthYear> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Rachel_Stevens dbo:birthYear ?uri }"
"31","-","Is Barack Obama a democrat?","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Barack_Obama dbo:party <http://dbpedia.org/resource/Democratic_Party_(United_States)> }"
"32","WORKS","Where was Bach born?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Bach_(actor)> <http://dbpedia.org/ontology/birthPlace> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Johann_Sebastian_Bach dbo:birthPlace ?uri }"
"33","WORKS","How often did Jane Fonda marry?","SELECT (COUNT(DISTINCT ?objOfProp) as ?c) WHERE { <http://dbpedia.org/resource/Jane_Fonda> <http://dbpedia.org/ontology/spouse> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { res:Jane_Fonda dbo:spouse ?uri }"
"34","-","Who was the first to climb Mount Everest?","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Mount_Everest dbo:firstAscentPerson ?uri }"
"35","WORKS","How many people live in Poland?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Poland> <http://dbpedia.org/ontology/populationTotal> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Poland dbo:populationTotal ?uri }"
"36","WORKS","What is the location of the Houses of Parliament?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/locatedInArea> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT ?uri WHERE { res:Palace_of_Westminster dbo:location ?uri }"
"37","WORKS","In which country is the Limerick Lake?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/birthPlace> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Limerick_Lake dbo:country ?uri }"
"38","-","What was the last movie with Alec Guinness?","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Film ; dbo:starring res:Alec_Guinness ; dbo:releaseDate ?date } ORDER BY DESC(?date) LIMIT 1"
"39","WORKS","What is the highest mountain in Australia?","SELECT DISTINCT ?objOfProp WHERE { ?objOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Mountain> . ?objOfProp <http://dbpedia.org/ontology/locatedInArea> <http://dbpedia.org/resource/Australia> . ?objOfProp <http://dbpedia.org/ontology/elevation> ?num . } ORDER BY DESC(?num) LIMIT 1","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Mountain ; dbo:locatedInArea res:Australia ; dbo:elevation ?elevation } ORDER BY DESC(?elevation) LIMIT 1"
"40","-","Is Frank Herbert still alive?","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { OPTIONAL { res:Frank_Herbert dbo:deathDate ?date } FILTER ( ! bound(?date) ) }"
"41","WORKS","Who created Family Guy?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/author> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Family_Guy dbo:creator ?uri }"
"42","WORKS","What is the official language of Suriname?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Suriname> <http://dbpedia.org/ontology/officialLanguage> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Suriname dbo:officialLanguage ?uri }"
"43","WORKS","Who wrote the song Hotel California?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/composer> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Hotel_California dbo:writer ?uri }"
"44","WORKS","Give me all actors starring in movies directed by William Shatner.","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/starring> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?x dbo:director res:William_Shatner ; dbo:starring ?uri }"
"45","-","What is in a chocolate chip cookie?","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Chocolate_chip_cookie dbo:ingredient ?uri }"
"46","-","Which ingredients do I need for carrot cake?","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Carrot_cake dbo:ingredient ?uri }"
"47","-","Does Neymar play for Real Madrid?","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Neymar dbo:team <http://dbpedia.org/resource/Real_Madrid_C.F.> }"
"48","-","In which UK city are the headquarters of the MI6?","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { res:Secret_Intelligence_Service dbo:headquarter ?uri . ?uri dbo:country res:United_Kingdom }"
"49","-","Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Cuban_Missile_Crisis dbo:date ?x . res:Bay_of_Pigs_Invasion dbo:date ?y FILTER ( ?x < ?y ) }"

"51","WORKS","When did the Ming dynasty dissolve?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/deathDate> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?date WHERE { res:Ming_dynasty dbo:dissolutionDate ?date }"
"52","WORKS","What is the total population of Melbourne, Florida?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Melbourne> <http://dbpedia.org/ontology/populationTotal> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?uri WHERE { <http://dbpedia.org/resource/Melbourne,_Florida> dbo:populationTotal ?uri }"
"53","-","Did Arnold Schwarzenegger attend a university?","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE { res:Arnold_Schwarzenegger dbo:almaMater ?x . ?x rdf:type dbo:University }"
"54","WORKS","What country is Mount Everest in?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/birthPlace> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { res:Mount_Everest dbo:locatedInArea ?uri . ?uri rdf:type dbo:Country }"
"55","WORKS","What is the largest city in Australia?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/largestCity> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Australia dbo:largestCity ?uri }"
"56","WORKS","Give me all launch pads operated by NASA.","SELECT ?subjOfProp WHERE { ?subjOfProp <http://dbpedia.org/ontology/operator> <http://dbpedia.org/resource/NASA> .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:LaunchPad ; dbo:operator res:NASA }"
"57","WORKS","Who is the mayor of Tel Aviv?","SELECT ?objOfProp WHERE { <http://dbpedia.org/resource/Tel_Aviv> <http://dbpedia.org/ontology/leaderName> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Tel_Aviv dbo:leaderName ?uri }"
"58","WORKS","List all episodes of the first season of the HBO television series The Sopranos.","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/seasonNumber> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:series res:The_Sopranos ; dbo:seasonNumber 1 }"
"59","WORKS","Who created Batman?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/author> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Batman dbo:creator ?uri }"
"60","WORKS","Who played Gus Fring in Breaking Bad?","SELECT ?objOfProp WHERE { ?Arg <http://dbpedia.org/ontology/portrayer> ?objOfProp .}","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Gus_Fring dbo:portrayer ?uri }"
"61","-","In which programming language is GIMP written?","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:GIMP dbo:programmingLanguage ?uri }"
"62","-","In which ancient empire could you pay with cocoa beans?","-","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:currency res:Cocoa_bean }"
